,v1,v2
3322,ham,said mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife
3323,ham,wake since checked stuff saw true available spaces pls call embassy send mail
3324,ham,nope juz work
3325,ham,huh fast dat means havent finished painting
3326,ham,number live
3327,ham,put party days week study lightly think need draw custom checkboxes know hardcore
3328,ham,sac score big hundred set batsman
3329,ham,send yettys number pls
3330,ham,much cost approx per month
3331,ham,ok theory test going book think may coz thought wanna go jiayin isnt free
3332,spam,contacted dating service someone know find call land line pobox w tg p
3333,ham,thats fine give call knows wants questions
3334,ham,sorry got late start way
3335,ham,go back urself lor
3336,ham,gas station go
3337,ham,k bored come home
3338,ham,babe love covers face kisses
3339,ham,like made throw smoking friends car one time awesome
3340,ham,still checked da
3341,ham,go walmart stay
3342,ham,havent forgotten might couple bucks send tomorrow k love ya
3343,ham,oh great disturb talk
3344,ham,reverse cheating mathematics
3345,ham,ure welcome caught using broken english
3346,ham,problem baby good time talk called left message
3347,ham,sorry ill call later
3348,ham,oh brand
3349,ham,sorry cant take call right happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats see major person guide right insurance
3350,ham,time coming
3351,ham,call say coming today ok tell fool like ok
3352,ham,emailed yifeng part oredi get fr
3353,ham,r sure theyll understand wine good idea slurp
3354,ham,minimum walk miles day
3355,ham,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
3356,ham,brainless baby doll vehicle sariyag drive madoke barolla
3357,ham,dont run away frm walk slowly amp kills dont care enough stop
3358,spam,sorry missed call lets talk time im
3359,ham,please attend phone
3360,ham,hate call didnt accept even single call mine even messaged
3361,ham,messages phone im holding
3362,ham,im free
3363,ham,yo trip got postponed still stocked
3364,ham,sorry ill call later
3365,ham,waiting call sir
3366,ham,hey reply pa
3367,ham,hey elaine todays meeting still
3368,ham,sorry ive gone place tomorrow really sorry
3369,ham,tiime dont let hug dont break tears
3370,ham,tomorrow going theatre come wherever call tell come tomorrow
3371,ham,electricity went fml
3372,ham,looks like found something smoke great job
3373,ham,also andros ice etc etc
3374,ham,
3375,ham,good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea
3376,ham,yup wun believe wat really neva c e msg sent shuhui
3377,ham,hows watch resizing
3378,ham,dear umma called
3379,ham,finished missing plenty
3380,spam,complimentary star ibiza holiday cash needs urgent collection landline lose box sk wp ppm
3381,ham,well meant opposed drunken night
3382,ham,k must book huh going yoga basic sunday
3383,spam,free msg billed mobile number mistake shortcode please call charges refunded call free bt landline
3384,ham,ok
3385,ham,oops mums somerset bit far back tomo see soon x
3386,ham,workin overtime nigpun
3387,ham,kallis dismissial nd test
3388,ham,guess got screwd
3389,spam,please call immediately urgent message waiting
3390,ham,im meeting call later
3391,ham,r cooking dinner
3392,ham,ok thanx
3393,ham,bull plan go floating ikea without care world live mess another day
3394,ham,buy
3395,spam,urgent mobile number awarded bonus caller prize call land line valid hrs
3396,ham,heehee funny tho
3397,ham,simple arithmetic percentages
3398,ham,yeah wouldnt leave hour least hows sound
3399,spam,valued customer pleased advise following recent review mob awarded bonus prize call
3400,ham,thanks honey great day
3401,ham,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
3402,ham,good night dear sleepwell amp take care
3403,ham,ask dad pick lar wan stay meh
3404,ham,jus chillaxin
3405,ham,hey das cool iknow wellda peril studentfinancial crisis spk l r
3406,ham,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning
3407,spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
3408,ham,whats coming hill monster hope great day things r going fine busy though
3409,ham,joys father john john joys father ans ths hav lt gt iq tis ias question try answer
3410,ham,ill obey
3411,ham,didnt search online let know
3412,ham,need go get
3413,ham,pic please send
3414,ham,remains bro amongst bros
3415,ham,uhhhhrmm isnt tb test bad youre sick
3416,ham,haf enuff space got like mb
3417,spam,life never much fun great came made truly special wont forget enjoy one gbp sms
3418,spam,want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply
3419,spam,valued customer pleased advise following recent review mob awarded bonus prize call
3420,spam,welcome please reply age gender begin e g
3421,spam,freemsg month unlimited free calls activate smartcall txt call subscriptn gbp wk unlimited calls help stop txt stop landlineonly
3422,spam,mobile mths update latest orange camera video phones free save free texts weekend calls text yes callback orno opt
3423,spam,new club dont fink met yet b gr c please leave msg day wiv ur area reply promised carlie x calls minmobsmore lkpobox hp fl
3424,ham,true easier
3425,ham,sure since parents working tuesday dont really need cover story
3426,ham,haha okay today weekend leh
3427,ham,hi darlin youphone im athome youwanna chat
3428,ham,dont know jack shit anything id say ask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
3429,ham,youve always brainy one
3430,ham,yeah get random dude need change info sheets party lt gt never study safe
3431,spam,camera awarded sipix digital camera call fromm landline delivery within days
3432,ham,christmas occasion celebrated reflection ur values desires affections amp traditions ideal christmas
3433,ham,sending greetings joy happiness gr evening
3434,ham,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal free katexxx
3435,ham,india win level series means record
3436,ham,plan
3437,ham,good hear
3438,ham,awesome deal gate charles told last night uh yeah
3439,ham,time thinkin goin
3440,spam,get free mobile video player free movie collect text go free extra films ordered ts cs apply yrs
3441,spam,save money wedding lingerie www bridal petticoatdreams co uk choose superb selection national delivery brought weddingfriend
3442,ham,board working fine issue overheating also reslove still software inst pending come around clock
3443,ham,yes dont care cause know
3444,ham,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
3445,ham,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den prefer
3446,ham,sitting ard nothing lor leh busy w work
3447,ham,lt gt k oh send home sale
3448,ham,sorry mail
3449,ham,ya telling abt tht incident
3450,ham,yes outside like hours called whole family wake cause started
3451,ham,ugh got outta class
3452,ham,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna
3453,ham,dont file bag work called tell find anything room
3454,ham,need lar jus testing e phone card dunno network gd thk waiting sis finish bathing bathe dun disturb liao cleaning ur room
3455,ham,ok right later
3456,ham,friendship poem dear dear r near hear dont get fear live cheer tear r always dear gud ni
3457,ham,lunch come quickly open door
3458,spam,heard call night knickers make beg like last time xx luv nikiyu net
3459,ham,back bit long cos accident divert via wadebridge brilliant weekend thanks speak soon lots love
3460,ham,k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop
3461,spam,bloomberg message center wait apply future http careers bloomberg com
3462,ham,seeking lady street freak sheets
3463,ham,phone
3464,ham,haha figures well found piece priscillas bowl
3465,ham,actually fuck whatever find excuse tampa point january though
3466,spam,urgent trying contact todays draw shows prize guaranteed call land line claim valid hrs
3467,ham,yay finally lol missed cinema trip last week
3468,ham,day working day except saturday sunday
3469,ham,aathi dear
3470,ham,heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams
3471,ham,think waiting bus inform get ever get
3472,ham,getting back time soon
3473,ham,hows things quick question
3474,ham,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng
3475,ham,probably come everybodys done around lt gt right
3476,ham,got new year cos yetunde said wanted surprise didnt see money returned mid january lt gt day return period ended
3477,ham,ask around theres lot terms mids
3478,ham,sure check yahoo email sent photos yesterday
3479,ham,looking
3480,ham,wherres boytoy
3481,spam,want new video phone anytime network mins text five pounds per week call reply delivery tomorrow
3482,ham,hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss
3483,ham,tell bad character dnt lik ill try change lt gt add tat new year resolution waiting ur reply frank good morning
3484,ham,got rumour going buy apartment chennai
3485,ham,yeah probably earlier
3486,ham,change windows logoff sound
3487,ham,still checked da
3488,ham,im also came room
3489,ham,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale
3490,ham,ok
3491,ham,reach office around lt decimal gt amp mobile problem cannt get voice call asa ill free
3492,ham,cool text head
3493,spam,contacted dating service someone know find call land line pobox w tg p
3494,spam,wan win meet greet westlife currently tour unbreakable untamed unkempt text cost p std text
3495,ham,happy birthday may find ur prince charming soon n dun work hard
3496,ham,oh grand bit party doesnt mention cover charge probably first come first served
3497,ham,said went back bed cant sleep anything
3498,ham,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx
3499,spam,dorothy kiefer com bank granite issues strong buy explosive pick members nasdaq symbol cdgt per
3500,ham,says lt gt year old man money im last lt gt still waiting check
3501,ham,come ur home
